survey,stationName,surveyDate,surveyStartTime,surveyEndTime,dataRecorder,latDD,longDD,airTemp,weather,cloudCover,seaState,profiler,otherProfilerType,profilerMethod,bottleMethod,depthProfiler,depthFinder,secchi,exoProfileNumber,notes,tideStage,OASamples,OAFilteredSfc,OAFilteredBtm,OADupSampleName,OAblankSampleName,OANotes,allSamplesList,minDO_station,sampleName,sampleDepth,depthCode,sampleTime,waterTemp,salinity,dissolvedOxygen,pH,chlA,fDOM,turbidity,mV_pH,cablePower,otherParameters,surveySampleName,generalPlanktonNotes,revolStartA,revolStartB,revolStartD,revolEndA,revolEndB,revolEndD,totalRevA,totalRevB,totalRevD,volTowNetA,volTowNetB,bottle1Depth,bottle2Depth,bottle3Depth,bottle4Depth,bottle5Depth,bottle6Depth,bottle7Depth,bottle8Depth,bottle9Depth,bottle10Depth,compositeVolume,compositeSamplesCollected,compositeSampleOthers,volMesoNetA,ctenophorePercentA,scyphozoaPercentA,othersFamilyPercentA,mnemiopsisPercentA,pleurobrachiaPercentA,aureliaPercentA,cyaneaPercentA,chrysaoraPercentA,otherGeneraPercentA,volMesoNetB,ctenophorePercentB,scyphozoaPercentB,otherFamilyPercentB,mnemiopsisPercentB,pleurobrachiaPercentB,aureliaPercentB,cyaneaPercentB,chrysaoraPercentB,otherGeneraPercentB,gelatinousFormsNotes,senjiSamples,senjiLugolsSfc,senjiLugolsBtm,phytoplanktonNotes,SourceFile,regSampleName,ActivityCommentText,surveyPlankStation,S123_x,S123_y,editor,editorDate,ESRIsurveyStart,ESRIsurveyEnd,s123FormIssues
HYAUG25,04,8/11/2025,14:53:00,15:00:00,KAO,40.93816666666667,-73.52083333,32.6,00,0,1,EXO 1313,NA,R,R,13.5,12.8,1.9,145310,NA,1,NA,NA,NA,NA,NA,NA,"04NB, 04S, 04SS",4.52,04S,2,S,14:58,24.65,26.88,7.81,7.9,3.32,1.69,1.16,NA,NA,NA,HYAUG25_04S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_HYAUG25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HYAUG25,04,8/11/2025,14:53:00,15:00:00,KAO,40.93816666666667,-73.52083333,32.6,00,0,1,EXO 1313,NA,R,R,13.5,12.8,1.9,145310,NA,1,NA,NA,NA,NA,NA,NA,"04NB, 04S, 04SS",4.52,04SS,0.5,SS,14:59,25,26.87,8.08,7.91,2.84,1.65,1.02,NA,NA,NA,HYAUG25_04SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_HYAUG25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HYAUG25,06,8/11/2025,15:15:00,15:21:00,KAO,40.96,-73.47833333,31.8,00,0,2,EXO 1313,NA,R,R,18.9,18.4,1.9,151439,NA,1,NA,NA,NA,NA,NA,NA,"06NB, 06S",5.28,06NB,17.9,NB,15:18,22.69,27.01,5.28,7.61,1.52,1.86,5.28,NA,NA,NA,HYAUG25_06NB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_HYAUG25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HYAUG25,06,8/11/2025,15:15:00,15:21:00,KAO,40.96,-73.47833333,31.8,00,0,2,EXO 1313,NA,R,R,18.9,18.4,1.9,151439,NA,1,NA,NA,NA,NA,NA,NA,"06NB, 06S",5.28,06S,2,S,15:20,23.5,26.89,6.23,7.72,2.56,1.89,2.87,NA,NA,NA,HYAUG25_06S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_HYAUG25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HYAUG25,07,8/11/2025,15:33:00,15:40:00,KAO,40.95216666666666,-73.42833333,31.6,00,0,1,EXO 1313,NA,R,R,13.9,13.2,2,153327,NA,1,NA,NA,NA,NA,NA,NA,"07NB, 07S",4.89,07NB,12.8,NB,15:36,22.07,27.17,4.89,7.57,1.16,1.82,5.19,NA,NA,NA,HYAUG25_07NB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_HYAUG25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HYAUG25,07,8/11/2025,15:33:00,15:40:00,KAO,40.95216666666666,-73.42833333,31.6,00,0,1,EXO 1313,NA,R,R,13.9,13.2,2,153327,NA,1,NA,NA,NA,NA,NA,NA,"07NB, 07S",4.89,07S,2,S,15:38,24.57,26.96,7.79,7.87,2.2,1.63,0.97,NA,NA,NA,HYAUG25_07S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_HYAUG25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HYAUG25,D3,8/11/2025,15:55:00,16:07:00,KAO,40.99333333333333,-73.41083333,31.2,00,0,1,EXO 1313,NA,R,R,39.3,40.1,2,155507,"Altabet: 11/12, #3",1,NA,NA,NA,NA,NA,NA,"D3NB, D3B, D3S, D3SS",3.45,D3NB,38.4,NB,16:00,20.29,27.7,3.46,7.46,NA,1.94,4.94,NA,NA,NA,HYAUG25_D3NB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_HYAUG25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WQFEB25,D3,1/30/2025,14:16:00,14:41:00,KAO,40.99433333333333,-73.40816667,NA,00,0,2,EXO 1313,NA,R,R,36.3,39.2,1.3,141418,"Altabet: 13/14, #3

0.5 collected, data not recorded",1,"B,S",Y,Y,NA,NA,NA,"D3B, D3S",11.48,D3B,31.6,B,14:22,2.04,28.5,11.48,8.08,8.16,2.13,6.58,NA,NA,NA,WQFEB25_D3B,NA,70498.3,11292.2,20654.6,70613.1,11433.5,21319.2,114.80000000000292,141.29999999999927,664.6000000000022,1451.3,1786.3,32.2,26.2,20.3,14.2,8.2,2,NA,NA,NA,NA,30,"wholeWater,64micron",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S,B",Y,Y,NA,FDS_WQFEB25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WQFEB25,E1,1/29/2025,8:59:00,9:10:00,KAO,41.0205,-73.29083333,NA,01,40,3,EXO 1313,NA,R,R,39.5,40.5,1.5,085805,Altabet: 1/2,3,"S,B",Y,Y,NA,NA,NA,"E1B, E1S, E1SS, E1S-DUP",11.48,E1S,2,S,9:08,2.22,28.57,11.83,8.01,5.01,2.1,NA,NA,NA,NA,WQFEB25_E1S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S,B",Y,Y,NA,FDS_WQFEB25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HYAUG25,D3,8/11/2025,15:55:00,16:07:00,KAO,40.99333333333333,-73.41083333,31.2,00,0,1,EXO 1313,NA,R,R,39.3,40.1,2,155507,"Altabet: 11/12, #3",1,NA,NA,NA,NA,NA,NA,"D3NB, D3B, D3S, D3SS",3.45,D3SS,0.5,SS,16:05,23.64,27.13,7.06,7.82,2.86,1.62,1.21,NA,NA,NA,HYAUG25_D3SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_HYAUG25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HYAUG25,18,8/12/2025,7:55:00,8:01:00,KAO,41.12166666666667,-73.09,20.7,00,0,2,EXO 1313,NA,R,R,12.4,11.6,1.6,075550,NA,2,NA,NA,NA,NA,NA,NA,"18NB, 18S",4.89,18NB,11,NB,7:58,22.11,27.51,4.89,7.53,1.11,1.76,4.52,NA,NA,NA,HYAUG25_18NB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_HYAUG25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HYAUG25,18,8/12/2025,7:55:00,8:01:00,KAO,41.12166666666667,-73.09,20.7,00,0,2,EXO 1313,NA,R,R,12.4,11.6,1.6,075550,NA,2,NA,NA,NA,NA,NA,NA,"18NB, 18S",4.89,18S,2,S,8:00,23.38,27.18,6.03,7.66,1.99,1.78,2.59,NA,NA,NA,HYAUG25_18S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_HYAUG25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HYAUG25,16,8/12/2025,8:22:00,8:27:00,KAO,41.120333333333335,-73.16166667,22.1,00,0,2,EXO 1313,NA,R,R,8.8,8,1.8,NA,NA,2,NA,NA,NA,NA,NA,NA,"16NB, 16S",4.52,16NB,7.2,NB,8:25,22.08,27.38,4.52,7.53,1.09,1.88,3.38,NA,NA,NA,HYAUG25_16NB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_HYAUG25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HYAUG25,16,8/12/2025,8:22:00,8:27:00,KAO,41.120333333333335,-73.16166667,22.1,00,0,2,EXO 1313,NA,R,R,8.8,8,1.8,NA,NA,2,NA,NA,NA,NA,NA,NA,"16NB, 16S",4.52,16S,2,S,8:26,22.8,27.27,5.67,7.66,2.4,1.77,1.37,NA,NA,NA,HYAUG25_16S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_HYAUG25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HYAUG25,F2,8/12/2025,8:43:00,8:52:00,KAO,41.080333333333336,-73.1655,22.9,00,0,2,EXO 1313,NA,R,R,19.2,18.2,2.3,084301,Altabet: 13/14,3,NA,NA,NA,NA,NA,NA,"F2NB, F2B, F2S, F2SS",3.78,F2NB,17.9,NB,8:47,20.85,27.66,3.8,7.49,0.57,1.88,5.03,NA,NA,NA,HYAUG25_F2NB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_HYAUG25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WQFEB25,F2,1/31/2025,8:05:00,8:19:00,KAO,41.08016666666666,-73.16566667,NA,02,100,1,EXO 1313,NA,R,R,19.5,19.6,1.6,080504,"Altabet: 15/16, #4",3,"S,B",Y,Y,NA,NA,NA,"F2B, F2S",11.52,F2B,14.5,B,8:10,2.24,28.57,11.52,8.03,10.34,1.99,5.35,NA,NA,NA,WQFEB25_F2B,NA,70613,11433.5,21319.2,70704.1,11528.7,21647,91.10000000000582,95.20000000000071,327.7999999999993,1151.7,1203.5,14.5,10.3,6.2,2,NA,NA,NA,NA,NA,NA,20,"wholeWater,64micron",NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S,B",Y,Y,NA,FDS_WQFEB25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WQFEB25,09,1/30/2025,8:46:00,8:54:00,KAO,41.0705,-73.33583333,NA,00,0,2,EXO 1313,NA,R,R,9.4,9.7,1.8,084616,Altabet:3/4,3,"S,B",Y,Y,NA,NA,NA,"09B, 09S, 09SS",12.01,09S,2,S,8:50,1.49,28.42,12.08,8.2,9.9,2.14,5.2,NA,NA,NA,WQFEB25_09S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_WQFEB25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HYAUG25,F2,8/12/2025,8:43:00,8:52:00,KAO,41.080333333333336,-73.1655,22.9,00,0,2,EXO 1313,NA,R,R,19.2,18.2,2.3,084301,Altabet: 13/14,3,NA,NA,NA,NA,NA,NA,"F2NB, F2B, F2S, F2SS",3.78,F2SS,0.5,SS,8:51,23.68,27.17,7.08,7.82,1.84,1.57,1.29,NA,NA,NA,HYAUG25_F2SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_HYAUG25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HYAUG25,13,8/12/2025,9:13:00,9:21:00,KAO,41.0585,-73.2345,23.7,00,0,2,EXO 1313,NA,R,R,21.7,20.8,2.5,091314,NA,3,NA,NA,NA,NA,NA,NA,"13NB, 13S",3.86,13NB,20.6,NB,9:17,20.63,27.75,3.86,7.5,0.47,1.78,6.67,NA,NA,NA,HYAUG25_13NB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_HYAUG25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HYAUG25,13,8/12/2025,9:13:00,9:21:00,KAO,41.0585,-73.2345,23.7,00,0,2,EXO 1313,NA,R,R,21.7,20.8,2.5,091314,NA,3,NA,NA,NA,NA,NA,NA,"13NB, 13S",3.86,13S,2,S,9:19,23.52,27.17,7.35,7.84,1.23,1.52,0.67,NA,NA,NA,HYAUG25_13S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_HYAUG25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HYAUG25,E1,8/12/2025,9:43:00,9:56:00,KAO,41.019333333333336,-73.29116667,24.4,00,0,2,EXO 1313,NA,R,R,36.8,35.9,2,094251,"Altabet: 15/16, #5",3,NA,NA,NA,NA,NA,NA,"E1NB, E1B, E1S, E1SS, BLANK B, E1S-DUP",3.71,E1NB,35.6,NB,9:49,20.2,27.96,3.71,7.51,0.23,1.64,10.05,NA,NA,NA,HYAUG25_E1NB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_HYAUG25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WQFEB25,E1,1/29/2025,8:59:00,9:10:00,KAO,41.0205,-73.29083333,NA,01,40,3,EXO 1313,NA,R,R,39.5,40.5,1.5,085805,Altabet: 1/2,3,"S,B",Y,Y,NA,NA,NA,"E1B, E1S, E1SS, E1S-DUP",11.48,E1B,34.4,B,9:04,2.32,28.6,11.48,7.97,4.92,2.08,4.4,NA,NA,NA,WQFEB25_E1B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S,B",Y,Y,NA,FDS_WQFEB25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WQFEB25,C2,1/30/2025,13:35:00,13:47:00,KAO,40.983666666666664,-73.50133333,NA,01,75,2,EXO 1313,NA,R,R,32.8,33.3,1.3,133322,Altabet: 11/12,1,NA,NA,NA,NA,NA,NA,"C2B, C2S, C2SS",11.44,C2S,2,S,13:43,2.21,28.55,11.71,8.07,5.89,2.11,4.83,NA,NA,NA,WQFEB25_C2S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_WQFEB25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HYAUG25,E1,8/12/2025,9:43:00,9:56:00,KAO,41.019333333333336,-73.29116667,24.4,00,0,2,EXO 1313,NA,R,R,36.8,35.9,2,094251,"Altabet: 15/16, #5",3,NA,NA,NA,NA,NA,NA,"E1NB, E1B, E1S, E1SS, BLANK B, E1S-DUP",3.71,E1SS,0.5,SS,9:55,23.48,27.18,7.01,7.8,1.59,1.66,1.04,NA,NA,NA,HYAUG25_E1SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_HYAUG25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HYAUG25,10,8/12/2025,10:23:00,10:30:00,KAO,40.95133333333333,-73.33316667,25.6,00,0,2,EXO 1313,NA,R,R,17.1,16.3,1.9,102325,NA,3,NA,NA,NA,NA,NA,NA,"10NB, 10S",4.99,10NB,16,NB,10:27,22.17,27.23,4.99,7.58,1.23,1.77,8.16,NA,NA,NA,HYAUG25_10NB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_HYAUG25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HYAUG25,10,8/12/2025,10:23:00,10:30:00,KAO,40.95133333333333,-73.33316667,25.6,00,0,2,EXO 1313,NA,R,R,17.1,16.3,1.9,102325,NA,3,NA,NA,NA,NA,NA,NA,"10NB, 10S",4.99,10S,2,S,10:28,23.2,27.09,6.54,7.74,2.5,1.87,1.11,NA,NA,NA,HYAUG25_10S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_HYAUG25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HYAUG25,15,8/12/2025,11:06:00,11:16:00,KAO,40.93116666666667,-73.222,26.5,00,0,1,EXO 1313,NA,R,R,15.7,15,2.3,110609,Altabet: 17/18,3,NA,NA,NA,NA,NA,NA,"15NB, 15B, 15S, 15SS",4.53,15NB,14.6,NB,11:10,22,27.16,4.53,7.52,0.92,1.85,5.78,NA,NA,NA,HYAUG25_15NB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_HYAUG25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WQFEB25,15,1/31/2025,9:16:00,9:23:00,KAO,40.931,-73.22133333,NA,02,100,2,EXO 1313,NA,R,R,15.6,15.5,1.3,091551,Altabet: 17/18,3,"S,B",Y,Y,NA,NA,NA,"15B, 15S",11.87,15B,10.6,B,9:20,1.77,28.41,11.87,8.14,11.23,1.98,5.32,NA,NA,NA,WQFEB25_15B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_WQFEB25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WQFEB25,B3,1/30/2025,12:09:00,12:27:00,KAO,40.91833333333334,-73.64233333,NA,00,0,2,EXO 1313,NA,R,R,19.3,19.4,1.2,120855,"Altabet: 7/8, #2",1,NA,NA,NA,NA,NA,NA,"B3B, B3S, B3SS",11.99,B3S,2,S,12:19,1.59,28.2,12.63,8.27,5.91,2.33,3.68,NA,NA,NA,WQFEB25_B3S,Flowmeters A& B likely frozen,70468.3,11220.8,20263.5,70498.3,11292.3,20655.1,30,71.5,391.59999999999854,379.3,903.9,14.6,10.3,6.3,2,NA,NA,NA,NA,NA,NA,20,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B,S",Y,Y,NA,FDS_WQFEB25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HYAUG25,15,8/12/2025,11:06:00,11:16:00,KAO,40.93116666666667,-73.222,26.5,00,0,1,EXO 1313,NA,R,R,15.7,15,2.3,110609,Altabet: 17/18,3,NA,NA,NA,NA,NA,NA,"15NB, 15B, 15S, 15SS",4.53,15SS,0.5,SS,11:14,23.9,27.15,7.6,7.84,NA,1.47,0.89,NA,NA,NA,HYAUG25_15SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_HYAUG25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HYAUG25,14,8/12/2025,11:40:00,11:49:00,KAO,40.9915,-73.219,27.5,00,0,1,EXO 1313,NA,R,R,26.4,25.7,2.4,113948,NA,3,NA,NA,NA,NA,NA,NA,"14NB, 14S",3.65,14NB,25.3,NB,11:45,20.23,27.88,3.65,7.49,0.28,1.72,10.36,NA,NA,NA,HYAUG25_14NB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_HYAUG25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HYAUG25,14,8/12/2025,11:40:00,11:49:00,KAO,40.9915,-73.219,27.5,00,0,1,EXO 1313,NA,R,R,26.4,25.7,2.4,113948,NA,3,NA,NA,NA,NA,NA,NA,"14NB, 14S",3.65,14S,2,S,11:47,23.77,27.16,7.41,7.85,0.85,1.36,0.48,NA,NA,NA,HYAUG25_14S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_HYAUG25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HYAUG25,F3,8/12/2025,12:15:00,12:28:00,KAO,41.017833333333336,-73.14516667,28.3,00,0,1,EXO 1313,NA,R,R,40.8,40,2,121519,"Altabet: 19/20, #6",3,NA,NA,NA,NA,NA,NA,"F3NB, F3B, F3S, F3SS",3.81,F3NB,39.6,NB,12:22,20.12,28.1,3.81,7.53,0.27,1.74,5.05,NA,NA,NA,HYAUG25_F3NB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_HYAUG25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
